Property code,Entity id,Device id,Temperature sensor id,Degreedays sensor id
3031,2a39d81c-cc8e-41ee-9233-778fe61ce229,38ea476a-fcc3-4ace-ac59-7ae4fe4303ce,f195d01e-2f51-4362-b593-78fd593d25f1,eaec5912-89ba-46ff-9ab5-8eb568016c11
3041,478a171d-15f7-431c-82f4-7035f3314993,11dadb8e-16ef-4f58-9d9f-d52f54705d0c,b088df66-363a-4bd1-bd69-a0a49fcca625,eac17b1c-60d3-4b06-8b8c-cef57c1f89eb
3063,ebc3f9c0-3e29-4505-8382-f3798d1ebcaa,12da8f94-8b4e-4ffd-9a17-a90dfa6e6654,5e0bf208-6a22-4ce2-affc-794ddce0dadd,8064fbfe-4195-4d56-af23-9f0e39589609
3034,82a35f9f-147e-4cdf-8906-30bd6b344c6e,8fbe829f-7beb-44d7-a362-445915a3dc2b,4f3c3663-e2a0-4268-880b-57a91d58615f,bff73f12-2b59-4841-911d-36471671e2bc
3044,4fce706e-cc9d-4f34-96df-04b37e7a24a2,9809a4fc-65dc-4145-99ee-7a0e90da21a2,785c85ed-eaa0-4092-8a41-b7e0dce9fef7,79799517-2859-4491-b1dd-56772220cf94
3075,d64c5452-156a-4db9-8697-fbc231404049,9e0afe44-80cf-4f7a-9d0d-f3b3a6c668fa,e1179c8b-aabf-429d-b9fe-f2059a22481b,2bc101e5-6aea-4753-9617-32921dc811da
3647,8df9532f-8569-492a-b3ea-cc7f7b5064d6,5c426197-9965-46d5-b6c1-3cbf7b3d0109,30582598-c772-4270-93d9-949111cb40c4,6d4b7690-434d-4688-af6f-ada3b86bb9b3
3743,75939287-cdd2-4f6b-94ac-e8145e0194d9,873c5c96-278a-40a5-81a6-f274de66927b,0be07cde-aa36-4aa9-80d5-e4e02972e55b,b12f9964-7531-4b8c-92c8-153d348e294b
3809,ace783c0-ad9c-4102-b13f-c2a04124b5f9,af6217cd-9ef1-4f12-9c95-41c1bb149365,79a157b5-62e8-4f92-a4c5-be2df493733f,e60b3313-fc41-4f25-a887-53212855524d
3853,8cd49a87-81ac-403b-883f-28c896196676,ec981ff1-2776-43ad-bf89-98bbb1514889,75769c3f-095b-481b-a866-1ed2a8e73c3e,8e287cc6-5b62-4d20-8225-e41f18b7922a
3628,8a1f9b5b-bbbe-49e0-91f5-6d8f75f48ef5,c871b1b6-96a2-4c29-8d2c-0325248419f0,e8ff2f69-e001-48b2-80a5-d2a88da7aece,38b3040e-bc00-42a0-a63f-17ddb2c17785
3740,7ee332da-00db-4ad8-98cd-29cc16f80d13,6d4f36cf-3633-48ee-9afb-5644c89cf43f,fdafeffe-1b11-4f37-88d7-5e0b81570ce6,325a8ebe-c47f-4043-93d3-e2cfc0373ec1
3808,a548d4ef-d0e2-4f6b-97f6-60c88e721b9d,c4ffcdc3-11a4-481c-9c11-10ca1eebc4d8,919434cd-63c3-44b5-bac9-dffaef465eb5,91e436f1-73d1-4d1a-93c2-a1d868ebbe18
3840,f870dd3e-1af7-4e0d-a120-1ae1e57133e7,82b0ed91-2b71-4159-8464-58a67de5c68e,0b1cfdba-0689-4349-b31b-a9b3f0ff5b9f,83472625-cba3-42fa-af64-3e23015554b9
3707,9205edf5-9cca-4319-91d6-2e44fa31b2f9,28b2f2f4-ea10-4509-994a-d49cad0d52b7,b43a6915-1ffc-4ecc-9676-b2c8dfb26f3d,9f069957-c728-4922-abf1-10bf881d50da
3746,1cc709c5-6db2-4378-9f23-fd229f09b74d,23caa33b-8732-4cb4-a6a9-49142db06dc6,457b7391-81dd-4db9-9e92-07194819cfd0,55cdfbfc-7eb7-484f-ad8a-4a4efe7fa198
3827,84b782df-8115-4eba-9b7f-3a5c5319a3c1,dd6b6a46-1833-42cf-84de-3ba94fb1edb4,7d793e39-a08d-4021-a781-f29b869d07e5,2fdffd1c-74d5-42d1-a9e7-6df2463ce17f
3857,b540bd59-504a-41d1-ab7e-96235cb2aa4c,e4f39867-f355-4d7d-9bbf-e44ed63596fc,8d16941a-8e98-4f62-b812-83cfc6bbdc21,8e17df98-74e9-457e-a8c0-954cfaa872c4
3710,b109e232-04dd-47ae-bef2-5b7de0007148,593d8135-c6f9-49af-a65c-9bd7bf8b78d7,720cbe91-cf05-4954-b119-4efceb5af8b4,3735a09d-de6f-435d-b212-254418d0c6f8
3803,c7745b72-8341-4981-95f6-0b63d553a72b,de6f4dce-eee0-4f95-a6b9-339852e6c3f4,5d6a2374-de2d-4b68-a3b4-e03251339181,e1d943aa-463d-4d22-978f-1aa1b66498fe
3839,4c51e1f3-a0e8-4948-8eca-c408a61eb794,6b02e8e5-4bb3-4ec6-b67c-9e59749715e1,202d901c-0567-4eca-895b-4843ea808fa1,68e8bcaf-1771-4f29-a5ec-0ab68ba12579
3862,81d13740-eb84-4c9e-a785-9ed0a59fa3a9,4d20cfc5-5074-4c50-96d7-812d47d5c95e,0dc92024-306b-4e1f-bf12-b30e1c4a2503,5b666e3f-44c1-4e99-b83b-2cc012b72e38
3330,df2cdfee-fb2f-49d2-9bba-4c2b98553ca2,65304195-35a8-4183-8f53-5d3c5cdc5a33,0734ba59-182c-499b-a898-4df8cc124ba6,67e9a7cd-1176-4a0e-9876-665650bad551
3529,53e98362-fb43-4d61-bef4-6979b37c0dd1,4f419e2d-85b0-4a9a-9585-39bc3a1bcb9d,11e44ebb-9fc2-4a1b-8137-bae80f9ed524,d566bb78-d2a5-4969-bb9d-f8408da37ee5
3522,1bc5e49d-fda5-4716-aa51-b7fb165d7277,aa43e07a-eae6-4356-8a99-35e702394553,fdee1195-7201-4292-bda0-0c77a7ad8eb8,1f314d9a-1dee-464c-89dc-2510e4616c7a
3414,c055f44c-2698-45fc-8acc-1c8be4e90648,29bcf4dd-cced-44ca-b31f-b6ecc680d65a,5b1478d8-07cc-432e-bb4c-ed037a12c9a6,7165addb-d4a6-47ff-9084-c32fc195648a
3535,c34e5786-c773-4848-b217-64d6af95fc16,dbaf654d-ecda-4b4b-b658-99f9e550f285,b9f81a0c-a0bb-431d-a2aa-9afdcf9517e6,c6af303b-fc9d-4678-892d-7db617ea33f3
3520,97f52375-436d-4183-b415-a0e12bd78df1,c9f8ce1b-0a9b-43f8-b14f-46723173a991,c6334bf4-7cdb-4268-9e78-b32d0e049ccb,60d773bd-c3a8-4d40-8996-426384e21e5c
3544,d44cd292-7a6d-4726-b775-c5d7ff68dc2a,69a3d7f9-cd3c-4e87-a988-a007fc445aaa,32a3647b-45c1-4f09-a3a4-c077760eceec,25424945-825a-4b5d-a128-39ca404a51e4
3171,3504c2e5-4baa-43f0-9c18-ba0b21819184,20d1eae7-55ee-4356-8221-1c83c1f05f6e,ed0fb27d-478c-41ff-ad84-2fdced3fd3d0,349359ef-111c-4b6b-bcbc-b544843721ee
3148,9f80c0c3-233b-466c-8ce5-c25079685eea,9fdf7c7c-b6ed-4ed0-a003-7c33a46ab424,aa902c34-f05b-429e-b80a-4f4dc216846a,6941da7e-a169-4685-a276-b51c21704075
3144,fc8a5894-32b3-4e43-9f87-de1d05a8a738,e58b6eb0-55c1-4bc1-95ab-8674809d8f46,035d7e3e-a17d-4fa8-974d-2dc2dc07f31e,f36a1d36-1122-42e3-8f7e-514f3798ddb5
3305,9d5bfa31-1a71-4e9d-8ab8-cb7576819720,5f7bcb7b-ff78-4216-86bc-12d0d93f6e4d,086bb539-f4b4-4892-9d7e-c360a60c3a80,795a2bd7-6d43-4846-b570-a9c0ff531c9b
3409,65c99603-89dc-46b0-a529-6da21716bc2f,3b98c494-5c9c-4354-a06f-9537d585691f,a53f4f50-f75d-4038-83e3-9e3d7729a485,a9207d90-95bc-408f-8507-388d19dbc173
3507,12559579-ffe5-493e-a98d-6899acb95ef9,15918cda-a6bb-40d9-8502-17d97e3b1d1f,fef24fb1-0336-4ba1-9a6c-87f434627e17,e5370bae-f5f6-4221-8f3a-3e791e1ee203
3716,426256f3-a189-45d1-86cc-9d3f04e0f369,e99f9645-9ae3-46aa-9838-d1d5daf001de,175c18e2-ec6a-4976-b296-a712ae01d861,8175aef0-2ead-4516-a278-2c960cecbf34
3302,8f43c491-5b0e-4b41-b918-5ada00523581,a09ab5a3-feea-41ce-a60a-f63ab03ebc8e,ccd38ce1-1f3b-44ad-bb2e-b5e944108776,c2b34f9f-696b-4486-8de1-873a305d3b05
3405,cde6ab3f-673c-490b-b79e-49be6ebc019a,447a97e4-abb4-4c9a-a47f-5f943457556f,709148bc-8788-4941-b656-97fe6a3b06b9,d84c5660-fe66-4954-ab98-19798ad7cddb
3503,f653abd3-0d50-4ec9-8e4a-42cf2754458d,67f34252-6c15-4fe1-8f20-2a87bdf72254,80ef3f66-c6dd-4893-b18f-5eff27106444,11f8f753-c05c-44fc-8acd-348ccb736332
3609,4ecb13bd-5f1f-4305-b93c-08fdccbdfaf0,ba928c9e-ee53-429c-a97f-10c0e0056242,e2cf123f-1374-41e9-8d79-053d8a4af28b,2cdc4f38-50c8-40d9-84dc-246aa542fac2
3313,f8f4ab53-d059-42d4-a3d0-d73ce13cce57,bfa6047a-6c2b-4af2-a0c8-04399acfd5cd,dcc6fcc9-8f0f-4825-9b71-95224da22321,238ca999-0fde-454d-911e-55d07104738e
3410,41447e53-575a-41cf-8a34-f0d1fd49d57d,c2bbdf40-3958-4d75-920c-f57a2ded908c,f441b33b-fdbd-4667-b400-771c755eefdd,9217c05c-859a-4e08-9578-8ec1aefae5fa
3604,80ec76e7-e9ee-45c1-bf44-4134997175af,38a314dd-fab1-417e-a623-94d1fa5dc25d,8eda1ed5-6d0c-48b1-b165-6d74f5878332,045046fb-17ff-461a-aa5f-080651e74720
3321,47ecf674-bcd5-444b-9785-d115d4a5c840,6809900b-350e-419c-b650-95cb9795644b,ba75bbd0-fc3a-4d21-9db8-ceec93589c8d,904756e9-ffdd-493b-a203-d8438fd38eae
3502,1411e5b1-65a5-429e-85b8-5d58a4dc1c09,a81afdbb-fffd-43c8-ae13-97796e645e1f,b7723138-e0cb-40dd-bf42-9d330bd94c64,a1b79142-6729-440e-8fda-7f3566183a32
3605,163f1a1f-fb6b-4fa8-a497-6de0fec88ec7,ae1b8819-5b9c-42ae-b693-21d604e33ad2,36828b85-6c87-4a1e-8f14-d67f04bb7c85,befbfaa3-cf66-4ac8-a313-b03e6c61c986
3214,352c84f9-bf2d-4eb5-9bdd-d4864554e89c,c643b929-68ff-4562-9cc8-26f3561416cf,55200712-264c-4f08-b4b0-036a28cf3f2e,73045a87-8829-4fdd-aa02-d3c68fdd0740
3226,cdf5749a-bd88-4307-92e1-41224765bae2,08ff9f1a-0822-4128-9e28-7018837227d5,0df31a3c-16d2-49d0-9c52-3e0464dad1c5,c2477e7a-4119-4382-b2cf-eb06f033feff
3212,c1da54fa-43dd-4cef-82de-01840cccd331,f094ded9-46fa-480b-a0ab-e3594881b7b6,6cfe6e62-1ea0-452b-8570-bb6f470cc2eb,c9407042-4608-4f2f-b70f-ffe173d1b038
3225,22697260-ab33-43be-bdda-5536fcf1f943,86c1142e-5d18-4131-805f-0a4bcea50ade,410693ca-59f5-4c81-8039-9cb981f4e5bb,b49eadab-59b4-47f7-ae4b-49a784213b39
3204,85757e50-129e-4f2e-88fc-082e31303830,d6f44a9e-a489-4da0-a9fb-2585a40e49fd,50db9b7d-5ad0-4c0e-be66-8221883d726a,70e6a382-7f62-42d0-b1d2-42ff4d07121d
3220,b317881f-2240-4ba6-9ea1-bd59ff89e32a,e91eafc1-d153-4774-bde9-10542144ffe6,8d34329d-e163-4908-908d-f95f60b31d47,4ee0f094-c61f-40a0-b5ba-792dacfef750
3227,5c20140d-0b52-465f-b2f5-694fe0ae1d0b,18ae6e28-5058-4428-ba56-50bbda33ef8d,bba32005-a54f-4e05-ad6a-9efb3658eaf3,4059dc96-abe8-401e-b114-fcd7c4872535
3210,bd2fbe05-3e75-437c-a8e6-2302823695f1,d411eea9-f734-4b5c-9c72-95635bf289cb,74e45509-ec7c-48cd-a778-62e41bbbf88b,7bf6a4be-a000-465b-a290-f5cacbb4da8b
3224,93240e6c-de93-4967-9714-c5f886dd8eca,e4a63d85-1e59-4e48-9ee9-5818f8776388,ab87aedb-5cda-42fa-8169-e29c34010822,6d48e6ed-c1de-4371-ac70-6fce83c8d5a4
3318,b345f7d8-dbfe-4a52-b928-a04784da9599,9c6ff6e1-80dd-4390-8c7d-573e0c9eecc8,74fa8a3c-17e2-4665-b137-cb6a18af6588,bd88b59f-f10b-41c5-9842-b194b4671539
3373,aa04ddbd-74bb-485a-95d5-93b8e106a06c,1fe333a3-784c-4dcf-bfec-62f34ec4b209,841637b8-e15c-4f79-bdff-becc62432b7e,cce18bb3-36f4-454a-9d2c-e69e61664de1
3391,81e8c08a-77a6-4d73-9d1d-af072d53ace7,9f8c0caf-bc7b-4038-9429-110bfacc3481,2756a406-8cbd-49e2-8911-20ece1764019,995cd563-fa8a-4865-8721-166c22ff9f1b
3354,c4f6a5fd-11e0-4291-b830-39f8ae808fbf,fcc4978a-61e7-4f69-84d1-4d364095c93d,84d2174d-9510-4dcd-a324-91ce97cc6c49,87732776-0b8b-4a1d-b4c1-459321c0b9aa
3385,4ceb3a9e-0e69-4e18-907d-daf203f37118,69e9aff5-f977-4036-bba7-2e8d57c596e4,c9036e83-baef-4886-9c02-44f23e7733a2,a0533107-f928-4099-a48a-b14f0340125d
3377,50226572-3a84-4f45-8eeb-c0d660b81d08,bffd1899-90d3-4539-b9ed-3125b204fc09,81d1de90-b73b-4dec-b72e-33013f1868b0,ae6353ba-0fc0-4a89-8c72-f4d1feab1f85
3392,bdd2fa9a-3f14-4ac2-816e-f45ed994989f,93145ffa-f3ad-41d3-b96e-da85b8ee530c,ca44fff3-c99c-4b41-b5ca-715b4c2365a4,e6acd93c-de05-4374-8e6a-2ec70bf51f67
3379,5973977c-d840-48ab-8247-bfc9e40a12e3,a9c99f10-797b-4036-b409-10e80c0d047d,9ce70404-8297-46d2-81ed-88fa06ff2054,4c7e1e1b-5a5c-454f-8b5a-e3a4adc0522d
3469,bbe8d277-a01e-413f-ac24-ed30f1cf4f61,bba228cd-1d78-4ca6-896e-032d23cdd0bf,a8b71012-b6dd-4ae7-bb2b-e9223944298c,82068bea-9938-4a2f-8795-ef4b71f8221f
3162,63ec0e6b-e271-43b0-ae1d-68fb0d9c243b,d4ae045f-6742-4c26-9f5c-074178a706b3,f6dac77e-c20d-4264-a59b-6584c3d6d2b0,b09c5d17-be43-4991-a4a2-33a294d73612
3158,f31862df-645b-4142-8b47-5bf7a1fddb36,80c01884-ffc6-454f-a2de-5d24c437601c,838e613d-d966-470d-b8e4-b0da5c3bb4ff,9b6a5ba8-3e39-4b12-957d-1e789938ce52
3132,ce11f072-f5ac-4a3c-b4d6-7f77c78781ee,1a65face-20e1-45e9-b5ed-bb9be505a7ed,d0abcc92-72c5-422d-8892-20dcd857f91d,d6a1cff9-c9f0-462a-b3fe-d48e5d51760d
3166,ee54588b-8f46-4f6f-b809-aab4823a2773,d83e32aa-1382-48b1-93ec-888e1f0fcff7,8fe4b827-2de7-471c-a9e9-aa093ce7adb3,dee48a25-ef97-488e-b88f-bfa7d89561d6
3153,1c305f4d-4f9b-4bac-9e56-6f0aa12e8ac0,a49f8c00-bcf0-42c2-a1fb-c3912be8e8a5,edbdd0c2-ca62-469f-a552-07071867e84f,5ac3048d-1eff-4da4-a45d-b4c4b19306f5
3173,e54fe0c2-860a-453e-a054-2bae1dd96429,6c106b0d-eefd-4ddf-bfd8-9fb67ccd9e8a,d5fa567d-35bd-4d3f-bada-f48741107305,d974469f-44bc-406c-a6dc-4fb8cef5af9d
3068,163e1115-109a-46e9-b021-427a788692d3,8dd03aab-4833-4a36-9cac-b08f64e92f85,2adc049a-fc63-4b9d-8960-0dbb99eec537,cfde1b04-5269-4038-89bd-b6c4e9f245c1
3066,054e4f05-9642-4d5f-b0d4-1655961d1b2d,2d9ad9a5-687a-4afb-a131-0fd7fb7d7dd0,f3246646-333a-4cb5-bf80-2dc3ad6afffb,ac6a6384-2008-49a6-bd95-a3a4c17d0e80
3091,379c0758-f82d-4f4b-8897-dcf7084d4a4b,848daffe-419d-45ab-84dc-5163f4d3ba3b,4effe2f4-3262-490c-999f-6e27b9d8fb4e,976edf00-e297-45bc-b813-d6c3b4a05550
3080,a8f29c7f-1c55-4ac6-ad96-4d543134f40f,afb51969-266c-42bd-9d68-bfd31d397142,8ad71c52-a370-4c63-a974-7b190f82c299,b5ba2ffe-5826-4897-99ce-448484f77d2c
3088,e80aabef-781a-4295-bc7a-76664d9e4103,e2fd8b7b-4ae9-4d19-a766-61e7e5c52ece,51de1836-c613-4552-8ad0-87cf2a9840fe,59d4548e-30f5-4d37-9cd9-cdbfdd567354
3658,1cf96631-b662-4b36-b5e5-6613493472f8,6c8023ea-3f13-4f4a-985f-461424e3d340,9102918a-309e-49b1-a7a3-2497637324e9,ef9b7ca2-de6d-441c-8fe4-4e87a1a60b95
3761,32684731-9edc-461a-bc32-b7f674d2301c,4278df0a-0199-4dcb-aa17-000e457c1c6e,d53f9d01-4e33-4e14-9e88-9b321c3b29b4,ab6fdbf5-7b1e-4482-9cb1-8a6aa12caba7
3781,1f495a87-a2a7-40df-907a-fac0783eb666,56ea742b-945d-471a-b5a5-306d6623268d,89a53c2d-add8-4a73-a71e-f3159e18e357,052cce7b-7319-4134-a6ce-1637b765aa5f
3866,6498655b-464c-4e86-9e6d-c61f7618ae68,03567858-0a71-4413-8aeb-794328136d7d,539207b0-b7d8-4a28-bc08-3bbaa97f7c13,a19d7879-821c-46a5-8bae-11fdb4f2f9e6
3882,054eef80-ab9c-4a60-b58c-4ac0d7003799,198617d5-ff03-4dea-8831-664ad189558c,c91321d8-fccb-494a-8469-8abf604dcc34,f24d7f9d-a606-4c9a-9cff-0efc28842e97
3649,9535f362-ece9-413e-a145-e297cb46966a,ba087847-cb5c-4fb6-9f59-8deccb5396fb,c3f99fb8-fcb8-499a-b1ad-413f61346f1a,804fb1f6-6815-4b19-8bb9-7359fbf3a2b5
3749,e9b09e2a-ed60-4449-be45-6c4b8c70dd1a,f614fee7-2dbc-4f37-ac50-705a6f7cfb54,61b0adce-0e45-432d-b158-3d3a3b908346,2239c9a0-36de-4bad-b4d7-f73ea63091fa
3772,3af6cf0f-5696-4014-aa43-1492409540a7,ce54181f-a88d-4109-a728-b3c9a5167c5e,b7d1f2d1-33ba-4308-a19a-5e9457a1ca6f,3ff54a32-de01-4b34-877c-abb8eafc396a
3797,6bf45349-b1f7-4d80-b2ee-a3e319f54f2d,9960e189-b93d-4c65-a2d1-020f131eb459,e7cbf183-6611-4d82-b9f1-6aa30f5473e1,4f98767b-c92b-44f6-80f1-ec7547ba4b87
3876,a3fc871f-6b7d-4936-b6af-ec66eed71fdf,050198ca-10eb-446c-a27a-74ed76ef0ba0,34cf9e18-597b-4c3f-9105-800934e00293,1cbcc257-47f5-45ff-9643-7d0d38c9bff3
3660,9e66d5cd-2e55-4573-b16b-4d89e50ee9d7,58d7ce5a-dbac-4409-87cc-c8afdcb0ead3,69e1960e-ac07-406b-8459-8f434e7e5a9b,f627c1ff-913f-4055-b0e6-439a523dfd0c
3768,3e646513-2ccf-4070-82ed-2ae8a5298fbc,e34c3a44-d63e-4ca3-994b-1084259eb022,8719df3c-2dc7-489b-98e1-a5e8acb8a1bf,bd1a5571-5993-4914-aa72-b2ee82d423e0
3784,2e302502-e174-411f-ae48-213b5d247f85,554324df-74f3-4a70-ae1d-8c8f77b03cb6,75145707-09b1-4691-83d3-aa1c4563ed86,a4438bdb-58dc-4e26-9ff1-ad223e2de186
3872,4e25235a-5851-4fb4-b27e-2aee00cebaa1,c096fdf9-d9ed-4920-a5fe-2f418b64e213,c1b10b5a-f801-458b-8edd-62bea9529272,01cbb925-0d0c-4afd-b185-1b752ee86ec4
3672,f738c428-b029-4745-83c5-d0f27ad85d8e,28dc5615-8f11-435b-9582-2c47bf45c35b,7c88ad93-2f39-408f-a39d-5decf3ad05d5,9855edfb-719c-400a-b17b-caacf84f1105
3769,a9058798-1cb7-4f9f-a6b1-f50997a3bc52,daca1c22-3430-4178-9f29-f7f5337e8638,d09a4efc-9319-4949-b4b7-ed2410a9ef0d,57d91609-43d4-453d-bf1e-45462f8d8547
3796,4b4110a8-8363-464a-9d64-302f0d3c8d3d,17e81503-286b-4191-86b5-8be92dd9f2ff,7bfa57a2-a717-4c07-a63d-8121c978f641,09e4baba-9ca2-4121-9948-8f7c41611e60
3874,8b258609-5608-4dc9-9ec4-2d547a327aae,482bfc65-e733-406d-80e2-e0327d120f31,c972fe6e-9a18-4cb7-9944-9322cd489758,43fc0eba-b762-4643-8208-8abdf19366a9
3002,fbdc6b1c-a6ec-4c5f-b56a-b460b06524aa,39de3367-8b0c-4b7b-9bb3-f89e0b7a01c6,652e4d4a-a9d1-4c10-a8f2-b96a8f59795d,cef6db04-6720-4405-a306-80e4493fb79d
3005,fecc1875-4ff2-458a-92cc-7a60485e3c6d,d4102669-8a15-458a-a4f1-a5d08e67ac1b,abbc96bf-a49b-46b1-ae41-f37f473611d7,10a3f81c-08ed-4eb2-a75a-9df5de2db6aa
3017,c25d3cd0-f81f-4615-b0b2-650aca92968b,519d0d83-b426-4fd0-a9af-62bb107ad902,537c6c3b-9d8c-4d67-9d70-831a7eb82462,c673a55f-d611-4e9c-9b80-7262c0c8a907
3100,21bc5ee1-b814-4d70-ab19-a0b610bef971,dca63829-25ef-4bcb-9261-a5fbf584f324,f02e345c-f9ca-4ef0-ac85-93ae1396a6db,cebcbbd5-de34-4636-a141-809d9d0de7d1
3136,d16c1c13-fafe-447e-9f21-90934282b173,33c2efec-ee59-47db-84d2-d68f2add3981,de28b80a-34ba-4a3e-8a32-b0e587d40405,096e003f-5cae-4a82-9e0d-6eaf92a7715c
3134,b11b57f4-a846-4a65-ab80-ed46734f60cb,212e40bc-f1fb-421e-a456-970a66fa33df,ef116851-7d90-40de-9d63-22a7cac5735b,61943f82-29df-4a93-b298-46b3897182e7
3105,3979f17b-0b7d-418a-8f2b-a53c8205233e,0e08c729-64cb-44c1-bebb-eb9199aa537c,00af1efc-7bfa-4f6e-b661-f5cc4d527ef9,ca8fa0e6-f9c8-4e7f-975a-ca9e12a6ca2a
3155,2f391094-fc65-496f-bcaf-3efa38dc749e,52314d70-e60a-4eeb-ae1c-f18575dd20e2,f7c7ef11-0b36-4a09-a81f-c80271c6f896,30339502-8861-4e59-8ed1-21ea99acde2f
3111,a5f32b71-8d88-40fa-ab4b-daacd2184cc7,65f700b2-ab41-4cfc-aa34-1e5827f4aa57,4e022e6d-2076-4fd8-bea8-eb5f8108cd99,9a3d5cbb-c15a-42af-8378-0545636e8082
3238,cc296670-7634-471f-9ce4-483cea399b63,886b4142-1a51-4fc2-95ab-2ec8fc303abd,2bb35bf5-5f1f-4bdb-893a-e00efc8dbdb4,d14d739a-9d15-46ea-a6c4-796a3c749050
3230,3664b4cf-16b7-4237-acbb-5e898f735fcd,073b3b81-4fd3-4cde-a84b-48f43b1f8489,732fa3f3-aa54-40e9-8a30-167b83a935a0,c691c286-b148-41d1-87a3-0218e07aa9f6
3240,7fd38203-5849-4e10-a4f8-b416b80ffc93,98cd2e1c-8758-4997-981c-5e1805596076,30d3c56f-9bc5-415a-bfde-04a15d5ff13a,54802d98-d0c7-44e4-8324-fe940e0465bf
3275,2cb279bc-b31a-4955-9174-5b7a783d8e1d,dd7a0192-00c1-4246-84c4-21c287e883fa,349b3779-f229-4b4c-9a76-73bb59a36f4f,7a1da149-54f4-44f5-9681-ad0335dbc85f
3261,6a868c07-1e8d-4e4e-a6f1-886afd87a583,b5c81e68-490b-4d99-b1ee-3423f9083925,ce00a46c-1dbc-4812-8f88-a68a7200d12b,ce83f464-d6b7-4b95-a632-29e64c07bd91
3292,43cc1932-818e-4deb-9f2c-2079b68c8bf0,6b0aae68-a84f-4efd-9a7d-8b7b09162445,e2e376a5-90a7-41f9-8db2-5aeee26aa7a1,b8610f4b-c3de-4169-828e-ed9d321cb6b9
3257,95541971-dcdf-4a3a-a718-41896d6f70d2,80ed081b-142d-4efd-801a-c3f59a4702c9,e5c338d9-2ab8-40ef-8752-1290eab935a4,046e7e85-b685-402a-b4de-ecd165a775aa
3281,aed4c20d-434f-48fa-bd42-a3ed9bcfe0c1,3967a215-8cd8-4bfb-b5a1-2bbb4603f22a,19a34d84-d730-40bf-99fe-599b9d27d9f7,91723560-5792-4f23-86a9-9703f4d690ae
